date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:53:07	57682/57682	UR-MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Feb%202024%2015:53:06%20GMT	https://bluezone.com.ng/wp-content/themes/twentytwentyfour/assets/fonts/cardo/cardo_normal_700.woff2	/home/raviheima/client/test/wp-content/themes/twentytwentyfour/assets/fonts/cardo/cardo_normal_700.woff2	(from https://bluezone.com.ng/fx/)
16:53:07	57682/57682	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Feb%202024%2015:53:07%20GMT	https://bluezone.com.ng/fx/POST	/home/raviheima/client/test/fx/POST	(from https://connect.facebook.net/en_US/fbevents.js)
16:53:08	57682/57682	UR-MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Feb%202024%2015:53:07%20GMT	https://bluezone.com.ng/wp-content/themes/twentytwentyfour/assets/fonts/cardo/cardo_italic_400.woff2	/home/raviheima/client/test/wp-content/themes/twentytwentyfour/assets/fonts/cardo/cardo_italic_400.woff2	(from https://bluezone.com.ng/fx/)
16:53:09	57682/57682	UR-MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Feb%202024%2015:53:08%20GMT	https://bluezone.com.ng/wp-content/uploads/2023/12/photo_2023-12-26_15-21-14-300x300.jpg	/home/raviheima/client/test/wp-content/uploads/2023/12/photo_2023-12-26_15-21-14-300x300.jpg	(from https://bluezone.com.ng/fx/)
16:53:09	57682/57682	UR-MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Feb%202024%2015:53:08%20GMT	https://bluezone.com.ng/wp-content/uploads/2023/12/Copy4-1024x515.png	/home/raviheima/client/test/wp-content/uploads/2023/12/Copy4-1024x515.png	(from https://bluezone.com.ng/fx/)
16:53:09	57682/57682	UR-MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Feb%202024%2015:53:08%20GMT	https://bluezone.com.ng/wp-content/uploads/2023/12/Copy3-1024x478.png	/home/raviheima/client/test/wp-content/uploads/2023/12/Copy3-1024x478.png	(from https://bluezone.com.ng/fx/)
16:53:09	57682/57682	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Feb%202024%2015:53:09%20GMT	https://bluezone.com.ng/fx/b.resolvedLink	/home/raviheima/client/test/fx/b.resolvedLink	(from https://connect.facebook.net/en_US/fbevents.js)
16:53:11	57682/57682	UR-MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Feb%202024%2015:53:10%20GMT	https://bluezone.com.ng/wp-content/uploads/2023/12/Capturex.png	/home/raviheima/client/test/wp-content/uploads/2023/12/Capturex.png	(from https://bluezone.com.ng/fx/)
16:53:12	57682/57682	UR-MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Feb%202024%2015:53:10%20GMT	https://bluezone.com.ng/wp-content/uploads/2023/12/Copy7-1024x401.png	/home/raviheima/client/test/wp-content/uploads/2023/12/Copy7-1024x401.png	(from https://bluezone.com.ng/fx/)
16:53:12	57682/57682	UR-MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Feb%202024%2015:53:10%20GMT	https://bluezone.com.ng/wp-content/uploads/2023/12/Copy5.png	/home/raviheima/client/test/wp-content/uploads/2023/12/Copy5.png	(from https://bluezone.com.ng/fx/)
16:53:12	57682/57682	UR-MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Feb%202024%2015:53:10%20GMT	https://bluezone.com.ng/wp-content/uploads/2023/12/Capture.png	/home/raviheima/client/test/wp-content/uploads/2023/12/Capture.png	(from https://bluezone.com.ng/fx/)
16:53:12	57682/57682	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Feb%202024%2015:53:11%20GMT	https://bluezone.com.ng/signals/iwl.js	/home/raviheima/client/test/signals/iwl.js	(from https://connect.facebook.net/en_US/fbevents.js)
16:53:15	57682/57682	UR-MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Feb%202024%2015:53:12%20GMT	https://bluezone.com.ng/wp-content/uploads/2023/12/Copy8-1024x410.png	/home/raviheima/client/test/wp-content/uploads/2023/12/Copy8-1024x410.png	(from https://bluezone.com.ng/fx/)
16:53:16	57682/57682	UR-MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Feb%202024%2015:53:13%20GMT	https://bluezone.com.ng/wp-content/uploads/2023/12/Copy11.png	/home/raviheima/client/test/wp-content/uploads/2023/12/Copy11.png	(from https://bluezone.com.ng/fx/)
16:53:17	57682/57682	UR-MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Feb%202024%2015:53:13%20GMT	https://bluezone.com.ng/wp-content/uploads/2023/12/Copy10-1024x444.png	/home/raviheima/client/test/wp-content/uploads/2023/12/Copy10-1024x444.png	(from https://bluezone.com.ng/fx/)
16:53:17	57682/57682	UR-MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Feb%202024%2015:53:13%20GMT	https://bluezone.com.ng/wp-content/uploads/2023/12/Copy9-1024x576.png	/home/raviheima/client/test/wp-content/uploads/2023/12/Copy9-1024x576.png	(from https://bluezone.com.ng/fx/)
16:53:19	57682/57682	UR-MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Feb%202024%2015:53:15%20GMT	https://bluezone.com.ng/wp-content/uploads/2023/12/Copy12-1024x409.png	/home/raviheima/client/test/wp-content/uploads/2023/12/Copy12-1024x409.png	(from https://bluezone.com.ng/fx/)
16:53:20	57682/57682	UR-MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Feb%202024%2015:53:17%20GMT	https://bluezone.com.ng/wp-content/uploads/2023/12/Screenshot_20231216-155546.png	/home/raviheima/client/test/wp-content/uploads/2023/12/Screenshot_20231216-155546.png	(from https://bluezone.com.ng/fx/)
16:53:22	57682/57682	UR-MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Feb%202024%2015:53:19%20GMT	https://bluezone.com.ng/wp-content/uploads/2023/12/Screenshot_20231216-165017-1.png	/home/raviheima/client/test/wp-content/uploads/2023/12/Screenshot_20231216-165017-1.png	(from https://bluezone.com.ng/fx/)
16:53:23	57682/57682	UR-MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Feb%202024%2015:53:20%20GMT	https://bluezone.com.ng/wp-content/uploads/2023/12/Screenshot_20231216-155616-1.png	/home/raviheima/client/test/wp-content/uploads/2023/12/Screenshot_20231216-155616-1.png	(from https://bluezone.com.ng/fx/)
16:53:23	57682/57682	UR-MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Feb%202024%2015:53:21%20GMT	https://bluezone.com.ng/wp-content/uploads/2023/12/Screenshot_20231216-171848.png	/home/raviheima/client/test/wp-content/uploads/2023/12/Screenshot_20231216-171848.png	(from https://bluezone.com.ng/fx/)
16:53:23	57682/57682	UR-MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Feb%202024%2015:53:21%20GMT	https://bluezone.com.ng/wp-content/uploads/2023/12/Screenshot_20231216-155656.png	/home/raviheima/client/test/wp-content/uploads/2023/12/Screenshot_20231216-155656.png	(from https://bluezone.com.ng/fx/)
16:53:23	57682/57682	UR-MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Feb%202024%2015:53:22%20GMT	https://bluezone.com.ng/wp-content/uploads/2023/12/Screenshot_20231216-171827.png	/home/raviheima/client/test/wp-content/uploads/2023/12/Screenshot_20231216-171827.png	(from https://bluezone.com.ng/fx/)
16:53:26	119057/119057	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20Dec%202023%2017:03:11%20GMT	https://bluezone.com.ng/wp-content/uploads/2023/12/Forex-Trader-photo.jpg	/home/raviheima/client/test/wp-content/uploads/2023/12/Forex-Trader-photo.jpg	(from https://bluezone.com.ng/wp-content/uploads/elementor/css/post-12.css?ver=1704736278)
16:53:27	57682/57682	UR-MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Feb%202024%2015:53:24%20GMT	https://bluezone.com.ng/wp-content/uploads/2023/12/copp.png	/home/raviheima/client/test/wp-content/uploads/2023/12/copp.png	(from https://bluezone.com.ng/fx/)
16:53:27	57682/57682	UR-MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Feb%202024%2015:53:24%20GMT	https://bluezone.com.ng/wp-content/uploads/2023/12/G.png	/home/raviheima/client/test/wp-content/uploads/2023/12/G.png	(from https://bluezone.com.ng/fx/)
16:53:27	57682/57682	UR-MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Feb%202024%2015:53:24%20GMT	https://bluezone.com.ng/wp-content/uploads/2023/12/Screenshot_20231216-155902-1-2-461x1024.png	/home/raviheima/client/test/wp-content/uploads/2023/12/Screenshot_20231216-155902-1-2-461x1024.png	(from https://bluezone.com.ng/fx/)
16:53:30	57682/57682	UR-MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Feb%202024%2015:53:27%20GMT	https://bluezone.com.ng/wp-content/uploads/2023/12/G11.png	/home/raviheima/client/test/wp-content/uploads/2023/12/G11.png	(from https://bluezone.com.ng/fx/)
16:53:30	183426/183426	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20Dec%202023%2017:00:41%20GMT	https://bluezone.com.ng/wp-content/uploads/2023/12/222.jpg	/home/raviheima/client/test/wp-content/uploads/2023/12/222.jpg	(from https://bluezone.com.ng/wp-content/uploads/elementor/css/post-12.css?ver=1704736278)
16:53:32	57682/57682	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Feb%202024%2015:53:28%20GMT	https://bluezone.com.ng/fx/schema.org/	/home/raviheima/client/test/fx/schema.org/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
16:53:33	85899/85899	---MCZ	200	added ('OK')	text/html	date:Mon,%2026%20Feb%202024%2015:53:28%20GMT	https://bluezone.com.ng/	/home/raviheima/client/test/index-3.html	(from https://connect.facebook.net/en_US/fbevents.js)
16:53:33	57682/57682	UR-MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Feb%202024%2015:53:30%20GMT	https://bluezone.com.ng/wp-content/uploads/2023/12/Forex-Trader-photo.jpg	/home/raviheima/client/test/wp-content/uploads/2023/12/Forex-Trader-photo.jpg	(from https://bluezone.com.ng/wp-content/uploads/elementor/css/post-12.css?ver=1704736278)
16:53:34	57682/57682	UR-MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Feb%202024%2015:53:32%20GMT	https://bluezone.com.ng/wp-content/uploads/2023/12/222.jpg	/home/raviheima/client/test/wp-content/uploads/2023/12/222.jpg	(from https://bluezone.com.ng/wp-content/uploads/elementor/css/post-12.css?ver=1704736278)
16:53:35	57682/-1	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Feb%202024%2015:53:32%20GMT	https://bluezone.com.ng/xmlrpc.php?rsd	/home/raviheima/client/test/xmlrpc0db0.html	(from https://bluezone.com.ng/fx/)
16:53:39	37785/37785	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2026%20Feb%202024%2015:53:37%20GMT	https://player.vimeo.com/api/player.js	/home/raviheima/client/test/api/player.js	(from https://bluezone.com.ng/wp-content/plugins/facebook-conversion-pixel/video.js?ver=6.4.3)
16:53:43	622334/622334	---M-Z	200	added ('OK')	text/javascript	etag:%2294be4e0acdc5ec5aea56ce3b33338e7a%22	http://fast.wistia.net/assets/external/E-v1.js	/home/raviheima/client/test/assets/external/E-v1.js	(from https://bluezone.com.ng/wp-content/plugins/facebook-conversion-pixel/video.js?ver=6.4.3)
16:53:44	57682/57682	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Feb%202024%2015:53:43%20GMT	https://bluezone.com.ng/fx/-negative.svg	/home/raviheima/client/test/fx/-negative.44.delayed	(from https://bluezone.com.ng/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.18.3)
16:53:45	57682/57682	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Feb%202024%2015:53:44%20GMT	https://bluezone.com.ng/fx/OPR/	/home/raviheima/client/test/fx/OPR/index.html	(from https://bluezone.com.ng/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.18.3)
16:53:47	16534/16534	---M--	200	added ('OK')	text/css	date:Tue,%2026%20Sep%202023%2023:41:22%20GMT	https://bluezone.com.ng/wp-includes/blocks/navigation/style.min.css?ver=6.4.3	/home/raviheima/client/test/wp-includes/blocks/navigation/style.min84fc.css	(from https://bluezone.com.ng/)
16:53:48	6979/6979	---M--	200	added ('OK')	text/css	date:Mon,%2006%20Nov%202023%2000:10:32%20GMT	https://bluezone.com.ng/wp-includes/blocks/image/style.min.css?ver=6.4.3	/home/raviheima/client/test/wp-includes/blocks/image/style.min84fc.css	(from https://bluezone.com.ng/)
16:53:49	32378/32378	---M--	200	added ('OK')	application/x-javascript	date:Thu,%2001%20Feb%202024%2001:55:04%20GMT	https://bluezone.com.ng/wp-includes/js/dist/interactivity.min.js?ver=6.4.3	/home/raviheima/client/test/wp-includes/js/dist/interactivity.min84fc.js	(from https://bluezone.com.ng/)
16:53:49	3586/3586	---M--	200	added ('OK')	application/x-javascript	date:Mon,%2023%20Oct%202023%2023:16:34%20GMT	https://bluezone.com.ng/wp-includes/blocks/navigation/view.min.js?ver=e3d6f3216904b5b42831	/home/raviheima/client/test/wp-includes/blocks/navigation/view.minff1e.js	(from https://bluezone.com.ng/)
16:53:54	66482/66482	---M--	200	added ('OK')	image/webp	date:Tue,%2007%20Nov%202023%2018:00:10%20GMT	https://bluezone.com.ng/wp-content/themes/twentytwentyfour/assets/images/tourist-and-building.webp	/home/raviheima/client/test/wp-content/themes/twentytwentyfour/assets/images/tourist-and-building.webp	(from https://bluezone.com.ng/)
16:53:56	199724/199724	---M--	200	added ('OK')	image/webp	date:Tue,%2007%20Nov%202023%2018:00:10%20GMT	https://bluezone.com.ng/wp-content/themes/twentytwentyfour/assets/images/building-exterior.webp	/home/raviheima/client/test/wp-content/themes/twentytwentyfour/assets/images/building-exterior.webp	(from https://bluezone.com.ng/)
16:53:59	126244/126244	---M--	200	added ('OK')	image/webp	date:Tue,%2007%20Nov%202023%2018:00:10%20GMT	https://bluezone.com.ng/wp-content/themes/twentytwentyfour/assets/images/windows.webp	/home/raviheima/client/test/wp-content/themes/twentytwentyfour/assets/images/windows.webp	(from https://bluezone.com.ng/)
16:54:00	65277/65277	---MCZ	200	added ('OK')	text/html	date:Mon,%2026%20Feb%202024%2015:53:58%20GMT	https://bluezone.com.ng/author/admin/	/home/raviheima/client/test/author/admin/index.html	(from https://bluezone.com.ng/)
16:54:00	65332/65332	---MCZ	200	added ('OK')	text/html	date:Mon,%2026%20Feb%202024%2015:53:59%20GMT	https://bluezone.com.ng/category/uncategorized/	/home/raviheima/client/test/category/uncategorized/index.html	(from https://bluezone.com.ng/)
16:54:01	57682/57682	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Feb%202024%2015:54:00%20GMT	https://bluezone.com.ng/t,window.location	/home/raviheima/client/test/t,window.4c.delayed	(from https://bluezone.com.ng/wp-includes/js/dist/interactivity.min.js?ver=6.4.3)
16:54:03	606/606	---MCZ	200	added ('OK')	application/json	date:Mon,%2026%20Feb%202024%2015:54:01%20GMT	https://bluezone.com.ng/wp-json/wp/v2/users/1	/home/raviheima/client/test/wp-json/wp/v2/users/1.json	(from https://bluezone.com.ng/author/admin/)
16:54:03	78514/78514	---MCZ	200	added ('OK')	text/html	date:Mon,%2026%20Feb%202024%2015:54:01%20GMT	https://bluezone.com.ng/2023/12/29/hello-world/	/home/raviheima/client/test/2023/12/29/hello-world/index.html	(from https://bluezone.com.ng/)
16:54:04	1696/1696	---MCZ	200	added ('OK')	application/rss+xml	etag:%227b9b9a5355f60390635cb55a8ade196e%22	https://bluezone.com.ng/author/admin/feed/	/home/raviheima/client/test/author/admin/feed/index.html	(from https://bluezone.com.ng/author/admin/)
16:54:05	1714/1714	---MCZ	200	added ('OK')	application/rss+xml	etag:%227b9b9a5355f60390635cb55a8ade196e%22	https://bluezone.com.ng/category/uncategorized/feed/	/home/raviheima/client/test/category/uncategorized/feed/index.html	(from https://bluezone.com.ng/category/uncategorized/)
16:54:06	611/611	---MCZ	200	added ('OK')	application/json	date:Mon,%2026%20Feb%202024%2015:54:05%20GMT	https://bluezone.com.ng/wp-json/wp/v2/categories/1	/home/raviheima/client/test/wp-json/wp/v2/categories/1.json	(from https://bluezone.com.ng/category/uncategorized/)
16:54:06	3472/3472	---M--	200	added ('OK')	text/css	date:Tue,%2027%20Jun%202023%2018:54:20%20GMT	https://bluezone.com.ng/wp-includes/css/dist/block-library/common.min.css?ver=6.4.3	/home/raviheima/client/test/wp-includes/css/dist/block-library/common.min84fc.css	(from https://bluezone.com.ng/2023/12/29/hello-world/)
16:54:07	1670/1670	---MCZ	200	added ('OK')	application/rss+xml	etag:%227b9b9a5355f60390635cb55a8ade196e%22	https://bluezone.com.ng/2023/12/29/hello-world/feed/	/home/raviheima/client/test/2023/12/29/hello-world/feed/index.html	(from https://bluezone.com.ng/2023/12/29/hello-world/)
16:54:08	1737/1737	---MCZ	200	added ('OK')	application/json	date:Mon,%2026%20Feb%202024%2015:54:07%20GMT	https://bluezone.com.ng/wp-json/wp/v2/posts/1	/home/raviheima/client/test/wp-json/wp/v2/posts/1.json	(from https://bluezone.com.ng/2023/12/29/hello-world/)
16:54:09	2091/2091	---MCZ	200	added ('OK')	application/json	date:Mon,%2026%20Feb%202024%2015:54:08%20GMT	https://bluezone.com.ng/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbluezone.com.ng%2F2023%2F12%2F29%2Fhello-world%2F	/home/raviheima/client/test/wp-json/oembed/1.0/embed5a16.json	(from https://bluezone.com.ng/2023/12/29/hello-world/)
16:54:10	0/0	---MCZ	301	error ('Moved%20Permanently')	text/html	date:Mon,%2026%20Feb%202024%2015:54:09%20GMT	https://bluezone.com.ng/?p=1	/home/raviheima/client/test/indexcff1.html	(from https://bluezone.com.ng/2023/12/29/hello-world/)
16:54:11	2245/2245	---MCZ	200	added ('OK')	text/xml	date:Mon,%2026%20Feb%202024%2015:54:09%20GMT	https://bluezone.com.ng/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbluezone.com.ng%2F2023%2F12%2F29%2Fhello-world%2F&format=xml	/home/raviheima/client/test/wp-json/oembed/1.0/embed9603	(from https://bluezone.com.ng/2023/12/29/hello-world/)
16:54:12	2092/2092	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Mar%202020%2022:12:54%20GMT	https://secure.gravatar.com/avatar/d7a973c7dab26985da5f961be7b74480?s=40&d=mm&r=g	/home/raviheima/client/test/avatar/d7a973c7dab26985da5f961be7b744803190.png	(from https://bluezone.com.ng/2023/12/29/hello-world/)
16:54:12	2981/2981	---M--	200	added ('OK')	application/x-javascript	date:Sat,%2009%20Apr%202022%2000:37:18%20GMT	https://bluezone.com.ng/wp-includes/js/comment-reply.min.js?ver=6.4.3	/home/raviheima/client/test/wp-includes/js/comment-reply.min84fc.js	(from https://bluezone.com.ng/2023/12/29/hello-world/)
16:54:14	183/183	---MCZ	200	added ('OK')	text/plain	etag:W/%2265bce391-1f8%22	https://secure.gravatar.com/robots.txt		(from https://bluezone.com.ng/2023/12/29/hello-world/)
16:54:14	78559/78559	---MCZ	200	added ('OK')	text/html	date:Mon,%2026%20Feb%202024%2015:54:13%20GMT	https://bluezone.com.ng/2023/12/29/hello-world/?replytocom=1	/home/raviheima/client/test/2023/12/29/hello-world/index6809.html	(from https://bluezone.com.ng/2023/12/29/hello-world/)
